file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/data/food_delivery/controller/FoodDeliveryController.java,food_delivery.controller.FoodDeliveryController,"updateTripId/2[food_delivery.entity.TripOrderInfo,food_delivery.controller.HttpHeaders]",false,65,7,1,0,1,1,3,4,1,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1,1,false
/data/food_delivery/controller/FoodDeliveryController.java,food_delivery.controller.FoodDeliveryController,"createFoodDeliveryOrder/2[food_delivery.entity.FoodDeliveryOrder,food_delivery.controller.HttpHeaders]",false,35,7,1,0,1,1,3,4,1,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,1,1,false
/data/food_delivery/controller/FoodDeliveryController.java,food_delivery.controller.FoodDeliveryController,"getFoodDeliveryOrderById/2[java.lang.String,food_delivery.controller.HttpHeaders]",false,47,6,1,0,1,1,3,4,1,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,1,1,false
/data/food_delivery/controller/FoodDeliveryController.java,food_delivery.controller.FoodDeliveryController,"updateDeliveryTime/2[food_delivery.entity.DeliveryInfo,food_delivery.controller.HttpHeaders]",false,77,7,1,0,1,1,3,4,1,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,1,1,false
/data/food_delivery/controller/FoodDeliveryController.java,food_delivery.controller.FoodDeliveryController,home/0,false,29,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,false
/data/food_delivery/controller/FoodDeliveryController.java,food_delivery.controller.FoodDeliveryController,getAllFoodDeliveryOrders/1[food_delivery.controller.HttpHeaders],false,53,5,1,0,1,1,3,4,1,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,1,1,false
/data/food_delivery/config/SecurityConfig.java,food_delivery.config.SecurityConfig$Anonymous1,addCorsMappings/1[food_delivery.config.CorsRegistry],false,43,1,0,0,0,1,6,3,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,0,false
/data/food_delivery/service/FoodDeliveryServiceImpl.java,food_delivery.service.FoodDeliveryServiceImpl,"deleteFoodDeliveryOrder/2[java.lang.String,food_delivery.service.HttpHeaders]",false,77,3,0,0,0,2,5,12,2,1,2,5,0,0,0,1,0,0,4,2,1,0,1,0,0,0,15,1,2,false
/data/food_delivery/service/FoodDeliveryServiceImpl.java,food_delivery.service.FoodDeliveryServiceImpl,"updateDeliveryTime/2[food_delivery.entity.DeliveryInfo,food_delivery.service.HttpHeaders]",false,158,4,0,0,0,2,8,15,2,3,2,8,0,0,0,1,0,0,4,2,3,0,1,0,0,0,15,1,2,false
/data/food_delivery/service/FoodDeliveryServiceImpl.java,food_delivery.service.FoodDeliveryServiceImpl,"getFoodDeliveryOrderByStoreId/2[java.lang.String,food_delivery.service.HttpHeaders]",false,114,4,1,0,1,2,3,11,2,1,2,3,0,0,0,1,0,0,4,2,1,0,1,0,0,0,18,1,2,false
/data/food_delivery/service/FoodDeliveryServiceImpl.java,food_delivery.service.FoodDeliveryServiceImpl,getAllFoodDeliveryOrders/1[food_delivery.service.HttpHeaders],false,102,4,1,0,1,2,3,11,2,1,1,3,0,0,0,1,0,0,4,2,1,0,1,0,0,0,16,1,2,false
/data/food_delivery/service/FoodDeliveryServiceImpl.java,food_delivery.service.FoodDeliveryServiceImpl,"updateTripId/2[food_delivery.entity.TripOrderInfo,food_delivery.service.HttpHeaders]",false,126,4,0,0,0,2,8,15,2,3,2,8,0,0,0,1,0,0,4,2,3,0,1,0,0,0,17,1,2,false
/data/food_delivery/service/FoodDeliveryServiceImpl.java,food_delivery.service.FoodDeliveryServiceImpl,getServiceUrl/1[java.lang.String],false,39,0,1,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,2,0,false
/data/food_delivery/service/FoodDeliveryServiceImpl.java,food_delivery.service.FoodDeliveryServiceImpl,"updateSeatNo/2[food_delivery.entity.SeatInfo,food_delivery.service.HttpHeaders]",false,142,4,0,0,0,2,8,15,2,3,2,8,0,0,0,1,0,0,4,2,3,0,1,0,0,0,16,1,2,false
/data/food_delivery/service/FoodDeliveryServiceImpl.java,food_delivery.service.FoodDeliveryServiceImpl,"createFoodDeliveryOrder/2[food_delivery.entity.FoodDeliveryOrder,food_delivery.service.HttpHeaders]",false,44,9,1,0,1,3,16,25,2,11,2,16,1,1,1,1,0,0,5,3,13,1,2,1,0,0,42,1,1,false
/data/food_delivery/service/FoodDeliveryServiceImpl.java,food_delivery.service.FoodDeliveryServiceImpl,"getFoodDeliveryOrderById/2[java.lang.String,food_delivery.service.HttpHeaders]",false,90,3,0,0,0,2,4,11,2,1,2,4,0,0,0,1,0,0,4,2,1,0,1,0,0,0,17,1,2,false
/data/food_delivery/init/InitData.java,food_delivery.init.InitData,run/1[java.lang.String[]],false,24,0,0,0,0,2,6,10,0,1,1,6,0,0,0,0,1,0,2,1,1,0,1,0,0,0,12,1,2,false
