@RELATION code_smells_extended

@ATTRIBUTE loc NUMERIC
@ATTRIBUTE wmc NUMERIC
@ATTRIBUTE cbo NUMERIC
@ATTRIBUTE lcom NUMERIC
@ATTRIBUTE rfc NUMERIC
@ATTRIBUTE noc NUMERIC
@ATTRIBUTE totalmethodsqty NUMERIC
@ATTRIBUTE totalfieldsqty NUMERIC
@ATTRIBUTE is_functional_decomposition {yes,no}
@ATTRIBUTE is_data_class {yes,no}
@ATTRIBUTE is_lazy_class {yes,no}
@ATTRIBUTE is_spaghetti {yes,no}
@ATTRIBUTE is_swiss_army_knife {yes,no}
@ATTRIBUTE is_blob {yes,no}
@ATTRIBUTE has_long_method {yes,no}
@ATTRIBUTE has_long_parameter_list {yes,no}

@DATA
6,1,3,0,0,0,1,2,no,no,yes,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
49,10,0,27,2,0,10,9,no,no,no,no,no,no,no,no
3,1,5,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
11,1,1,0,0,0,1,7,no,no,no,no,no,no,no,no
22,1,3,0,0,0,1,5,no,no,no,no,no,no,no,no
3,1,6,0,0,0,1,0,no,no,yes,no,no,no,no,no
5,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
4,0,8,0,0,0,0,2,no,no,yes,no,no,no,no,no
21,3,5,1,5,0,3,2,no,no,no,no,no,no,no,no
13,1,0,0,0,0,1,9,no,yes,no,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
50,3,8,1,10,0,3,2,no,no,no,no,no,no,no,no
4,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
45,7,6,1,19,0,6,2,no,no,no,no,no,no,no,no
16,1,1,0,0,0,1,12,no,yes,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
12,2,12,1,7,0,2,2,no,no,yes,no,no,no,no,no
41,9,8,6,27,0,4,0,no,no,no,no,no,no,no,no
22,6,0,3,0,0,6,2,no,no,no,no,no,no,no,no
83,12,9,0,16,0,5,1,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
17,1,1,0,0,0,1,13,no,yes,no,no,no,no,no,no
49,16,0,1,3,0,2,0,no,no,yes,no,no,no,no,no
37,10,1,0,2,0,7,2,no,no,no,no,no,no,no,no
167,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
36,3,4,0,1,0,1,11,no,yes,no,no,no,no,no,yes
57,9,10,0,16,0,4,5,no,no,no,no,no,no,no,no
9,2,2,1,0,0,2,1,no,no,yes,no,no,no,no,no
8,6,2,15,0,0,6,0,no,no,no,no,no,no,no,no
19,5,4,1,5,0,3,1,no,no,no,no,no,no,no,no
57,16,21,15,45,0,6,5,no,no,no,no,no,no,no,no
19,1,2,0,0,0,1,7,no,no,no,no,no,no,no,no
11,1,2,0,0,0,1,7,no,no,no,no,no,no,no,no
23,3,9,1,1,0,3,7,no,no,no,no,no,no,no,no
75,21,10,4,18,0,5,2,no,no,no,no,no,no,no,yes
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
19,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
3,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
98,1,11,0,0,0,1,17,no,yes,no,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,7,0,1,0,2,1,no,no,yes,no,no,no,no,no
27,6,29,1,11,0,3,3,no,no,no,no,no,no,no,no
6,1,4,0,5,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
20,4,26,0,9,0,4,3,no,no,no,no,no,no,no,no
5,3,3,3,0,0,3,0,no,no,no,no,no,no,no,no
53,7,27,3,43,0,3,9,no,no,no,no,no,no,no,no
100,16,21,13,25,0,7,5,no,no,no,no,no,no,no,no
11,2,2,1,3,0,2,0,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
11,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
295,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
8,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
17,3,8,3,5,0,3,0,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
14,3,7,3,2,0,3,1,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
11,4,3,0,3,0,1,1,no,no,yes,no,no,no,no,no
11,2,2,1,4,0,2,1,no,no,yes,no,no,no,no,no
24,5,3,0,5,0,4,1,no,no,no,no,no,no,no,no
9,7,5,21,0,0,7,0,no,no,no,no,no,no,no,no
13,3,5,0,1,0,2,1,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
23,4,31,2,10,0,4,5,no,no,no,no,no,no,no,no
31,9,6,0,11,0,9,1,no,no,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
19,2,4,1,7,0,2,0,no,no,yes,no,no,no,no,no
16,3,8,0,9,0,2,1,no,no,yes,no,no,no,no,no
9,2,0,0,0,0,2,1,no,no,yes,no,no,no,no,no
5,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
14,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
49,7,4,0,18,0,1,0,no,no,yes,no,no,no,no,no
50,8,3,1,21,0,2,0,no,no,no,no,no,no,no,no
4,0,2,0,0,0,0,2,no,no,yes,no,no,no,no,no
9,1,1,0,0,0,1,5,no,no,no,no,no,no,no,no
49,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
39,5,27,8,47,0,5,9,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
3,1,3,0,0,0,1,0,no,no,yes,no,no,no,no,no
25,2,7,0,18,0,1,1,no,no,yes,no,no,no,no,no
4,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
6,1,7,0,1,0,1,1,no,no,yes,no,no,no,no,no
25,1,15,0,0,0,1,21,no,yes,no,no,no,no,no,no
12,1,2,0,0,0,1,3,no,no,no,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
49,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
31,5,6,2,13,0,4,3,no,no,no,no,no,no,no,no
4,0,5,0,0,0,0,2,no,no,yes,no,no,no,no,no
20,1,2,0,0,0,1,5,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
8,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
19,4,7,1,4,0,2,2,no,no,yes,no,no,no,no,no
10,5,4,0,10,0,1,0,no,no,yes,no,no,no,no,no
54,7,4,1,10,0,3,1,no,no,no,no,no,no,no,no
13,2,8,0,3,0,1,2,no,no,yes,no,no,no,no,no
20,3,3,3,6,0,3,0,no,no,no,no,no,no,no,no
120,27,40,80,28,0,16,6,no,no,no,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
33,4,5,0,1,0,4,19,no,no,no,no,no,no,no,no
3,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
13,2,5,0,3,0,2,5,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
6,4,3,6,0,0,4,0,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
14,4,14,6,0,0,4,0,no,no,no,no,no,no,no,no
15,1,1,0,0,0,1,11,no,yes,no,no,no,no,no,no
38,1,3,0,0,0,1,19,no,yes,no,no,no,no,no,no
19,5,2,0,6,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
94,14,9,1,31,0,3,7,no,no,no,no,no,no,no,no
29,7,5,0,10,0,5,3,no,no,no,no,no,no,no,no
61,16,9,17,29,0,7,2,no,no,no,no,no,no,no,no
32,5,16,1,12,0,2,2,no,no,yes,no,no,no,no,no
16,2,5,0,0,0,2,5,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
7,1,7,0,1,0,1,1,no,no,yes,no,no,no,no,no
4,2,5,1,0,0,2,0,no,no,yes,no,no,no,no,no
11,0,4,0,0,0,0,9,no,yes,no,no,no,no,no,no
10,2,4,0,2,0,2,1,no,no,yes,no,no,no,no,no
88,27,5,45,9,0,10,0,yes,no,no,no,no,no,no,no
8,1,4,0,2,0,1,3,no,no,no,no,no,no,no,no
11,3,4,0,8,0,1,0,no,no,yes,no,no,no,no,no
101,23,12,0,27,0,4,2,no,no,no,no,no,no,yes,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
10,8,3,28,0,0,8,0,no,no,no,no,no,no,no,no
16,3,5,0,4,0,2,2,no,no,yes,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
9,2,2,1,0,0,2,1,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
66,14,44,0,21,0,8,5,no,no,no,no,no,no,no,yes
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
66,11,10,0,15,0,5,1,no,no,no,no,no,no,no,no
21,5,6,0,10,0,1,1,no,no,yes,no,no,no,no,no
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
43,9,4,0,1,0,7,4,no,no,no,no,no,no,no,no
125,4,9,0,8,0,4,4,no,no,no,no,no,no,no,no
50,1,4,0,0,0,1,27,no,yes,no,no,no,no,no,no
43,11,11,17,2,0,11,4,no,no,no,no,no,no,no,no
50,7,17,0,10,0,3,6,no,no,no,no,no,no,no,yes
94,9,17,13,18,0,7,5,no,no,no,no,no,no,no,no
4,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
7,0,2,0,0,0,0,5,no,no,no,no,no,no,no,no
15,3,14,1,7,0,3,4,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
17,3,17,1,7,0,3,6,no,no,no,no,no,no,no,no
161,40,25,6,59,0,4,8,no,no,no,no,no,no,yes,no
351,66,23,0,82,0,14,8,no,no,no,no,no,no,yes,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
94,20,21,0,38,0,4,5,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
30,8,7,6,9,0,5,3,no,no,no,no,no,no,no,no
5,1,2,0,0,0,1,0,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
29,3,5,1,9,0,3,1,no,no,no,no,no,no,no,no
15,1,1,0,0,0,1,11,no,yes,no,no,no,no,no,no
9,1,1,0,0,0,1,5,no,no,no,no,no,no,no,no
14,1,2,0,0,0,1,4,no,no,no,no,no,no,no,no
179,31,6,0,46,0,1,0,no,no,no,no,no,no,yes,no
26,10,9,0,8,0,1,2,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
10,2,12,0,6,0,2,2,no,no,yes,no,no,no,no,no
12,0,1,0,0,0,0,7,no,no,no,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
16,4,1,6,1,0,4,2,no,no,no,no,no,no,no,no
53,13,7,0,8,0,8,2,no,no,no,no,no,no,no,no
9,2,8,0,4,0,2,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
9,2,8,0,3,0,2,1,no,no,yes,no,no,no,no,no
202,43,11,0,30,0,4,2,no,no,no,no,no,no,yes,no
41,1,4,0,0,0,1,7,no,no,no,no,no,no,no,no
414,16,23,0,60,0,6,7,no,no,no,no,no,no,no,yes
244,40,16,1,84,0,2,0,no,no,no,no,no,no,no,no
74,16,37,65,45,0,14,13,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
27,5,15,0,8,0,1,6,no,no,no,no,no,no,no,no
38,7,13,1,24,0,3,4,no,no,no,no,no,no,no,no
21,3,9,0,5,0,2,5,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
129,1,13,0,0,0,1,28,no,yes,no,no,no,no,no,no
11,1,8,0,12,0,1,0,no,no,yes,no,no,no,no,no
140,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
6,4,1,6,0,0,4,0,no,no,no,no,no,no,no,no
7,1,7,0,1,0,1,1,no,no,yes,no,no,no,no,no
17,2,15,0,8,0,2,5,no,no,no,no,no,no,no,no
25,4,13,6,9,1,4,4,no,no,no,no,no,no,no,no
228,15,10,1,30,0,3,1,no,no,no,no,no,no,no,no
15,1,2,0,0,0,1,5,no,no,no,no,no,no,no,no
37,12,5,3,16,0,3,0,no,no,no,no,no,no,no,no
57,6,26,6,50,0,5,8,no,no,no,no,no,no,no,no
103,13,58,0,53,0,7,16,no,no,no,no,no,no,no,no
12,1,1,0,0,0,1,8,no,no,no,no,no,no,no,no
2,0,1,0,0,0,0,0,no,no,yes,no,no,no,no,no
48,9,10,4,21,0,4,4,no,no,no,no,no,no,no,no
10,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
15,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
20,2,2,1,8,0,2,0,no,no,yes,no,no,no,no,no
16,3,11,3,6,0,3,2,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
8,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
48,4,10,1,6,0,3,3,no,no,no,no,no,no,no,no
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
56,10,15,1,26,0,3,3,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
14,1,6,0,12,0,1,5,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
69,12,22,0,34,0,4,5,no,no,no,no,no,no,no,no
27,2,2,0,0,0,2,10,no,yes,no,no,no,no,no,yes
245,40,34,99,81,0,15,9,no,no,no,no,no,no,no,yes
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
16,3,9,0,2,0,2,1,no,no,yes,no,no,no,no,no
6,4,1,6,0,0,4,0,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
11,1,2,0,2,0,1,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
6,1,7,0,1,0,1,1,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
22,2,8,0,14,0,1,1,no,no,yes,no,no,no,no,no
394,66,13,0,35,0,16,6,no,no,no,no,no,no,no,no
21,3,12,1,14,0,3,3,no,no,no,no,no,no,no,no
18,1,2,0,0,0,1,7,no,no,no,no,no,no,no,no
8,1,4,0,0,0,1,4,no,no,no,no,no,no,no,no
7,1,3,0,0,0,1,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
13,1,1,0,0,0,1,9,no,yes,no,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
29,7,11,1,22,0,3,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
357,80,18,606,63,0,41,20,no,no,no,no,no,no,no,yes
11,3,5,0,2,0,1,1,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
34,1,3,0,0,0,1,8,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
3,1,5,0,0,0,1,0,no,no,yes,no,no,no,no,no
11,1,1,0,0,0,1,7,no,no,no,no,no,no,no,no
7,0,0,0,0,0,0,5,no,no,no,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
25,4,11,3,20,0,3,4,no,no,no,no,no,no,no,yes
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
24,3,2,1,5,0,3,1,no,no,no,no,no,no,no,no
12,1,1,0,0,0,1,8,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
124,7,17,0,8,0,5,3,no,no,no,no,no,no,no,no
61,13,22,0,37,0,1,6,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
17,4,7,3,4,0,3,2,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
251,47,40,22,103,0,13,9,no,no,no,no,no,no,yes,no
7,5,4,10,0,0,5,0,no,no,no,no,no,no,no,yes
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
5,1,1,0,1,0,1,0,no,no,yes,no,no,no,no,no
18,4,6,0,6,0,2,2,no,no,yes,no,no,no,no,no
43,7,34,0,14,0,7,6,no,no,no,no,no,no,no,no
30,5,14,6,10,0,4,4,no,no,no,no,no,no,no,no
51,3,6,1,7,0,3,1,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
9,2,0,0,0,0,2,1,no,no,yes,no,no,no,no,no
30,8,0,10,0,0,8,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
51,13,13,6,27,0,4,2,no,no,no,no,no,no,no,no
24,6,7,0,11,0,1,2,no,no,yes,no,no,no,no,no
5,3,5,3,0,0,3,0,no,no,no,no,no,no,no,no
31,1,11,0,1,0,1,3,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
9,2,7,1,2,0,2,1,no,no,yes,no,no,no,no,no
39,1,0,0,0,0,1,35,no,yes,no,no,no,no,no,no
14,3,10,0,6,0,1,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
111,10,16,0,22,0,5,4,no,no,no,no,no,no,no,no
25,4,10,0,11,0,2,1,no,no,yes,no,no,no,no,no
8,1,4,0,3,0,1,3,no,no,no,no,no,no,no,no
43,17,7,6,24,0,4,1,no,no,no,no,no,no,no,no
33,5,10,1,18,0,3,2,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
3,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
55,5,5,1,11,0,3,1,no,no,no,no,no,no,no,no
41,11,1,13,0,0,11,4,no,no,no,no,no,no,no,no
4,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
8,1,11,0,2,0,1,1,no,no,yes,no,no,no,no,no
15,1,1,0,0,0,1,11,no,yes,no,no,no,no,no,no
24,7,4,10,10,0,5,0,no,no,no,no,no,no,no,no
21,1,2,0,0,0,1,7,no,no,no,no,no,no,no,no
206,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
13,4,0,1,3,0,2,0,no,no,yes,no,no,no,no,no
8,1,10,0,2,0,1,2,no,no,yes,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
34,6,26,3,27,0,6,5,no,no,no,no,no,no,no,no
12,3,2,1,4,0,2,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
9,2,7,0,1,0,2,1,no,no,yes,no,no,no,no,no
9,2,4,1,3,0,2,0,no,no,yes,no,no,no,no,no
68,6,21,4,11,0,4,3,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
159,33,14,15,40,0,7,3,no,no,no,no,no,no,no,no
10,2,2,0,5,0,1,0,no,no,yes,no,no,no,no,no
69,12,17,0,26,0,5,5,no,no,no,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
6,4,2,6,0,0,4,0,no,no,no,no,no,no,no,yes
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
28,1,0,0,1,0,1,24,no,yes,no,no,no,no,no,no
53,1,4,0,0,0,1,10,no,yes,no,no,no,no,no,no
5,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
3,1,5,0,0,0,1,0,no,no,yes,no,no,no,no,no
4,1,5,0,0,0,1,1,no,no,yes,no,no,no,no,no
24,3,11,0,14,0,1,2,no,no,yes,no,no,no,no,no
53,1,2,0,0,0,1,2,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
12,1,2,0,0,0,1,8,no,no,no,no,no,no,no,no
22,2,4,1,7,0,2,1,no,no,yes,no,no,no,no,no
13,1,2,0,0,0,1,3,no,no,no,no,no,no,no,no
766,121,62,0,178,0,37,22,no,no,no,no,no,no,yes,no
14,3,9,3,0,0,3,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
61,18,3,0,4,0,14,4,no,no,no,no,no,no,no,no
4,0,3,0,0,0,0,2,no,no,yes,no,no,no,no,no
9,2,8,0,3,0,2,1,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
9,2,8,0,3,0,2,1,no,no,yes,no,no,no,no,no
14,12,4,66,0,0,12,0,no,no,no,no,no,no,no,no
26,6,3,15,7,0,6,0,no,no,no,no,no,no,no,no
25,4,11,0,7,0,2,3,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
187,44,32,16,74,0,9,7,no,no,no,no,no,no,yes,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
39,6,16,15,12,0,6,0,no,no,no,no,no,no,no,no
71,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
54,8,7,0,8,0,7,8,no,no,no,no,no,no,no,yes
10,2,8,0,4,0,2,1,no,no,yes,no,no,no,no,no
41,6,24,0,14,0,6,6,no,no,no,no,no,no,no,no
262,71,39,0,96,0,11,14,no,no,no,no,no,no,yes,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
58,17,5,15,15,0,6,0,no,no,no,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
42,1,4,0,0,0,1,16,no,yes,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
46,9,17,28,14,2,8,2,no,no,no,no,no,no,no,no
82,1,6,0,0,0,1,20,no,yes,no,no,no,no,no,no
9,0,4,0,0,0,0,7,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
16,2,13,0,5,0,2,4,no,no,no,no,no,no,no,no
27,3,8,0,7,0,2,7,no,no,no,no,no,no,no,no
20,1,2,0,0,0,1,9,no,yes,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
24,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
22,3,27,0,12,0,1,5,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
21,6,5,3,7,0,3,0,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
12,10,3,45,0,0,10,0,no,no,no,no,no,no,no,no
16,2,2,1,4,0,2,0,no,no,yes,no,no,no,no,no
209,49,21,93,76,0,15,5,no,no,no,no,no,no,yes,no
78,12,46,0,30,0,8,14,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
48,3,2,1,5,0,3,1,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
29,6,5,0,4,0,1,8,no,no,no,no,no,no,no,no
25,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
63,3,4,1,9,0,3,2,no,no,no,no,no,no,no,no
5,1,0,0,1,0,1,0,no,no,yes,no,no,no,no,no
25,3,4,1,10,0,3,1,no,no,no,no,no,no,no,no
81,16,7,8,25,0,8,8,no,no,no,no,no,no,no,no
20,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
27,6,12,10,7,0,5,0,no,no,no,no,no,no,no,no
54,3,6,0,5,0,1,1,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
19,5,5,1,3,0,3,1,no,no,no,no,no,no,no,no
31,5,17,0,16,0,4,11,no,no,no,no,no,no,no,yes
3,1,4,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,3,0,7,0,1,0,no,no,yes,no,no,no,no,no
10,0,1,0,0,0,0,5,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
7,1,2,0,0,0,1,3,no,no,no,no,no,no,no,no
50,5,6,0,14,0,3,3,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
4,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
39,4,7,0,3,0,3,3,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
46,13,7,66,0,0,13,6,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
