@RELATION code_smells_extended

@ATTRIBUTE loc NUMERIC
@ATTRIBUTE wmc NUMERIC
@ATTRIBUTE cbo NUMERIC
@ATTRIBUTE lcom NUMERIC
@ATTRIBUTE rfc NUMERIC
@ATTRIBUTE noc NUMERIC
@ATTRIBUTE totalmethodsqty NUMERIC
@ATTRIBUTE totalfieldsqty NUMERIC
@ATTRIBUTE is_functional_decomposition {yes,no}
@ATTRIBUTE is_data_class {yes,no}
@ATTRIBUTE is_lazy_class {yes,no}
@ATTRIBUTE is_spaghetti {yes,no}
@ATTRIBUTE is_swiss_army_knife {yes,no}
@ATTRIBUTE is_blob {yes,no}
@ATTRIBUTE has_long_method {yes,no}
@ATTRIBUTE has_long_parameter_list {yes,no}

@DATA
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
18,1,3,0,0,0,1,7,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
38,7,32,1,15,0,3,4,no,no,no,no,no,no,no,no
8,6,2,15,0,0,6,0,no,no,no,no,no,no,no,no
17,4,6,1,9,0,2,0,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
34,9,1,0,2,0,7,2,no,no,no,no,no,no,no,no
32,9,7,6,15,0,5,2,no,no,no,no,no,no,no,no
9,2,7,0,1,0,2,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
41,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
122,6,13,2,14,0,4,6,no,no,no,no,no,no,no,no
32,9,13,0,20,0,3,3,no,no,no,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
317,81,15,1949,18,0,63,3,no,no,no,no,no,no,no,no
10,2,2,1,0,0,2,2,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
4,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
23,1,4,0,0,0,1,8,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
10,1,3,0,0,0,1,6,no,no,no,no,no,no,no,no
4,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
95,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
27,7,5,0,7,0,5,1,no,no,no,no,no,no,no,no
133,40,9,0,42,0,1,1,no,no,no,no,no,no,yes,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,2,1,0,0,2,1,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
12,1,2,0,0,0,1,1,no,no,yes,no,no,no,no,no
9,1,2,0,0,0,1,5,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
4,2,3,1,0,0,2,0,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
8,2,8,1,0,0,2,0,no,no,yes,no,no,no,no,no
11,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
17,1,2,0,0,0,1,6,no,no,no,no,no,no,no,no
4,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
35,5,37,0,14,0,5,7,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
11,7,5,0,14,0,1,0,no,no,yes,no,no,no,no,no
51,13,19,1,19,1,2,1,no,no,no,no,no,no,no,no
101,1,4,0,0,0,1,4,no,no,no,no,no,no,no,no
55,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
33,5,5,0,3,0,3,8,no,no,no,no,no,no,no,yes
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
14,2,11,1,7,0,2,1,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
6,1,8,0,1,0,1,1,no,no,yes,no,no,no,no,no
164,8,14,0,7,0,6,3,no,no,no,no,no,no,no,no
5,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
2,0,1,0,0,0,0,0,no,no,yes,no,no,no,no,no
11,1,1,0,0,0,1,7,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
16,1,0,0,0,0,1,12,no,yes,no,no,no,no,no,no
23,4,9,0,13,0,3,3,no,no,no,no,no,no,no,no
32,2,7,1,26,0,2,24,no,yes,no,no,no,no,no,yes
6,1,7,0,3,0,1,1,no,no,yes,no,no,no,no,no
3,1,2,0,0,0,1,0,no,no,yes,no,no,no,no,no
27,8,8,0,18,0,1,1,no,no,yes,no,no,no,no,no
3,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
144,29,26,1,50,0,6,8,no,no,no,no,no,no,yes,yes
38,1,0,0,0,0,1,34,no,yes,no,no,no,no,no,no
22,5,5,10,8,0,5,0,no,no,no,no,no,no,no,no
34,6,6,2,14,0,5,3,no,no,no,no,no,no,no,no
165,22,13,10,22,0,9,4,no,no,no,no,no,no,no,no
35,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
38,3,5,1,11,0,3,1,no,no,no,no,no,no,no,no
27,8,2,0,14,0,1,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,3,0,2,1,no,no,yes,no,no,no,no,no
511,108,61,192,190,0,25,22,no,no,no,yes,no,yes,yes,yes
35,9,0,16,0,0,9,4,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
19,3,15,1,6,0,3,2,no,no,no,no,no,no,no,yes
81,9,13,0,17,0,2,5,no,no,no,no,no,no,no,no
3,1,4,0,0,0,1,0,no,no,yes,no,no,no,no,no
3,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
64,11,41,14,25,0,9,11,no,no,no,no,no,no,no,no
4,2,4,1,0,0,2,0,no,no,yes,no,no,no,no,no
13,2,8,0,5,0,1,2,no,no,yes,no,no,no,no,no
32,9,7,28,0,0,9,4,no,no,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
101,19,22,26,44,0,8,6,no,no,no,no,no,no,no,no
16,4,5,0,3,0,3,1,no,no,no,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
6,2,3,1,2,0,2,0,no,no,yes,no,no,no,no,no
65,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
6,1,8,0,1,0,1,1,no,no,yes,no,no,no,no,no
9,2,7,0,3,0,2,1,no,no,yes,no,no,no,no,no
38,7,20,0,13,0,3,5,no,no,no,no,no,no,no,no
31,9,7,0,11,0,8,1,no,no,no,no,no,no,no,no
35,7,35,3,16,0,6,5,no,no,no,no,no,no,no,no
5,1,3,0,2,0,1,0,no,no,yes,no,no,no,no,no
32,1,3,0,0,0,1,6,no,no,no,no,no,no,no,no
5,3,2,3,0,0,3,0,no,no,no,no,no,no,no,no
5,3,2,3,0,0,3,0,no,no,no,no,no,no,no,no
19,3,26,1,9,0,3,4,no,no,no,no,no,no,no,no
48,11,29,37,24,0,11,9,no,no,no,no,no,no,no,no
58,1,0,0,0,0,1,54,no,yes,no,no,no,no,no,no
198,45,33,83,66,0,15,9,no,no,no,no,no,no,yes,no
13,1,4,0,7,0,1,8,no,no,no,no,no,no,no,yes
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,7,0,1,0,2,1,no,no,yes,no,no,no,no,no
13,3,3,0,1,0,1,1,no,no,yes,no,no,no,no,no
3,1,5,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
57,14,27,0,16,0,6,2,no,no,no,no,no,no,no,no
52,1,5,0,0,0,1,5,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
53,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
704,144,64,12,200,0,20,23,no,no,no,no,no,yes,yes,no
145,10,25,2,24,0,5,8,no,no,no,no,no,no,no,no
29,4,9,4,10,0,4,1,no,no,no,no,no,no,no,no
20,6,1,2,5,0,4,2,no,no,no,no,no,no,no,no
7,5,2,10,0,0,5,0,no,no,no,no,no,no,no,no
55,10,11,0,18,0,5,3,no,no,no,no,no,no,no,no
8,2,5,1,0,0,2,0,no,no,yes,no,no,no,no,no
18,3,3,3,7,0,3,0,no,no,no,no,no,no,no,no
4,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
16,4,14,6,8,0,4,0,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
16,4,5,0,3,0,3,1,no,no,no,no,no,no,no,no
481,111,64,162,141,0,25,19,no,no,no,no,no,no,yes,yes
135,30,11,4,25,0,5,14,no,no,no,no,no,no,no,no
3,1,5,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,2,0,1,0,2,1,no,no,yes,no,no,no,no,no
26,7,11,1,10,0,2,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
82,1,9,0,0,0,1,16,no,yes,no,no,no,no,no,no
17,3,16,1,7,0,3,6,no,no,no,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
68,12,31,16,50,0,8,7,no,no,no,no,no,no,no,no
32,5,2,0,0,0,5,8,no,no,no,no,no,no,no,yes
21,3,10,0,2,0,3,3,no,no,no,no,no,no,no,no
45,1,0,0,0,0,1,41,no,yes,no,no,no,no,no,no
27,1,3,0,0,0,1,6,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,3,2,3,0,0,3,0,no,no,no,no,no,no,no,no
13,1,3,0,0,0,1,9,no,yes,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
6,1,3,0,0,0,1,2,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
40,8,32,18,21,0,8,12,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
10,2,7,0,3,0,1,1,no,no,yes,no,no,no,no,no
20,1,2,0,0,0,1,10,no,yes,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
9,2,6,0,2,0,2,1,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
106,28,23,66,37,0,13,8,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
36,7,4,4,10,0,5,3,no,no,no,no,no,no,no,no
27,1,9,0,0,0,1,16,no,yes,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
16,1,25,0,13,0,1,5,no,no,no,no,no,no,no,yes
12,1,4,0,7,0,1,7,no,no,no,no,no,no,no,yes
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
8,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
70,4,12,4,15,0,4,2,no,no,no,no,no,no,no,no
57,11,16,0,14,0,9,1,no,no,no,no,no,no,no,no
35,1,4,0,0,0,1,17,no,yes,no,no,no,no,no,no
51,10,17,0,23,0,1,4,no,no,no,no,no,no,no,no
43,11,4,10,6,0,5,0,no,no,no,no,no,no,no,no
27,1,0,0,0,0,1,23,no,yes,no,no,no,no,no,no
56,17,11,21,39,0,7,0,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
26,1,1,0,0,0,1,22,no,yes,no,no,no,no,no,no
69,12,19,17,36,0,7,4,no,no,no,no,no,no,no,no
15,0,2,0,0,0,0,1,no,no,yes,no,no,no,no,no
157,38,22,41,72,0,11,7,no,no,no,no,no,no,no,no
55,7,27,0,22,0,6,9,no,no,no,no,no,no,no,yes
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
4,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
6,1,8,0,2,0,1,1,no,no,yes,no,no,no,no,no
49,9,10,1,18,0,3,2,no,no,no,no,no,no,no,no
11,3,4,0,8,0,1,0,no,no,yes,no,no,no,no,no
198,45,48,1,131,0,3,21,no,no,no,no,no,no,no,yes
28,6,13,0,55,0,1,2,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
217,39,41,15,39,0,6,2,no,no,no,no,no,no,yes,yes
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
5,1,4,0,5,0,1,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
41,4,14,0,22,0,4,6,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,11,0,2,0,1,1,no,no,yes,no,no,no,no,no
18,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
271,25,19,14,40,0,8,8,no,no,no,no,no,no,no,yes
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
24,4,11,0,12,0,1,3,no,no,no,no,no,no,no,no
34,5,4,1,10,0,3,2,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
37,5,8,0,1,0,1,1,no,no,yes,no,no,no,no,no
70,14,47,48,17,0,13,7,no,no,no,no,no,no,no,yes
38,5,6,2,14,0,4,5,no,no,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
11,3,12,3,0,0,3,0,no,no,no,no,no,no,no,no
25,2,8,1,15,0,2,2,no,no,yes,no,no,no,no,no
110,19,20,3,39,0,7,6,no,no,no,no,no,no,no,no
81,25,2,24,11,0,12,3,no,no,no,no,no,no,no,no
5,3,2,3,0,0,3,0,no,no,no,no,no,no,no,no
284,68,58,172,77,0,25,10,no,no,no,no,no,no,no,yes
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
3,1,4,0,0,0,1,0,no,no,yes,no,no,no,no,no
11,1,2,0,0,0,1,7,no,no,no,no,no,no,no,no
5,3,4,3,0,0,3,0,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
44,1,1,0,0,0,1,40,no,yes,no,no,no,no,no,no
15,1,7,0,15,0,1,1,no,no,yes,no,no,no,no,no
64,5,2,1,7,0,3,1,no,no,no,no,no,no,no,no
18,5,5,0,5,0,5,1,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
48,3,5,1,12,0,2,0,no,no,yes,no,no,no,no,no
34,8,15,1,24,0,2,4,no,no,no,no,no,no,no,no
73,6,9,1,12,0,3,1,no,no,no,no,no,no,no,no
108,19,20,9,40,0,7,7,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
9,1,13,0,2,0,1,2,no,no,yes,no,no,no,no,no
20,1,3,0,0,0,1,16,no,yes,no,no,no,no,no,no
25,3,2,1,5,0,3,1,no,no,no,no,no,no,no,no
23,1,1,0,0,0,1,19,no,yes,no,no,no,no,no,no
8,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
7,5,5,10,0,0,5,0,no,no,no,no,no,no,no,no
221,35,18,0,43,0,5,6,no,no,no,no,no,no,no,no
335,54,38,23,110,0,11,14,no,no,no,no,no,no,no,no
10,1,2,0,0,0,1,6,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
9,2,2,1,0,0,2,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
6,4,3,6,0,0,4,0,no,no,no,no,no,no,no,no
60,8,7,0,8,0,3,3,no,no,no,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
5,0,3,0,0,0,0,3,no,no,no,no,no,no,no,no
24,3,3,1,9,0,2,3,no,no,no,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
51,9,39,0,21,0,6,6,no,no,no,no,no,no,no,no
91,13,20,8,44,0,5,7,no,no,no,no,no,no,no,no
4,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
13,4,0,1,3,0,2,0,no,no,yes,no,no,no,no,no
9,2,4,0,1,0,2,1,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
6,0,3,0,0,0,0,4,no,no,no,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
6,4,2,6,0,0,4,0,no,no,no,no,no,no,no,no
14,4,2,6,0,0,4,0,no,no,no,no,no,no,no,no
3,1,5,0,0,0,1,0,no,no,yes,no,no,no,no,no
13,1,2,0,0,0,1,4,no,no,no,no,no,no,no,no
20,2,4,0,8,0,2,9,no,yes,no,no,no,no,no,yes
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
38,1,3,0,0,0,1,21,no,yes,no,no,no,no,no,no
6,1,8,0,1,0,1,1,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
229,67,35,13,95,0,11,10,no,no,no,no,no,no,yes,yes
7,1,7,0,5,0,1,0,no,no,yes,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
8,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
25,3,25,0,12,0,3,7,no,no,no,no,no,no,no,no
21,2,7,0,17,0,1,1,no,no,yes,no,no,no,no,no
12,3,2,3,2,1,3,1,no,no,no,no,no,no,no,no
28,3,4,1,10,0,3,1,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
3,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
104,24,23,45,55,0,11,8,no,no,no,no,no,no,yes,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
35,8,7,0,9,0,6,5,no,no,no,no,no,no,no,yes
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,2,1,0,0,2,1,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
183,27,14,0,43,0,7,5,no,no,no,no,no,no,no,yes
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
17,4,4,0,12,0,2,1,no,no,yes,no,no,no,no,no
17,4,6,3,5,0,3,4,no,no,no,no,no,no,no,no
8,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
354,63,43,0,101,0,14,11,no,no,no,no,no,no,yes,no
34,6,17,0,18,0,5,11,no,no,no,no,no,no,no,yes
17,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
80,22,17,0,30,0,12,4,no,no,no,no,no,no,no,no
54,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
599,133,72,83,209,0,15,31,no,no,no,no,no,yes,yes,no
125,1,0,0,0,0,1,21,no,yes,no,no,no,no,no,no
60,13,4,53,1,0,11,9,no,no,no,no,no,no,no,no
14,4,4,0,7,0,1,0,no,no,yes,no,no,no,no,no
16,14,2,91,0,0,14,0,no,no,no,no,no,no,no,no
13,1,2,0,0,0,1,3,no,no,no,no,no,no,no,no
39,5,34,0,12,0,5,8,no,no,no,no,no,no,no,no
10,8,2,28,0,0,8,0,no,no,no,no,no,no,no,no
184,35,25,54,65,0,12,4,no,no,no,no,no,no,no,yes
5,1,11,0,1,0,1,0,no,no,yes,no,no,no,no,no
123,1,5,0,0,0,1,69,no,yes,no,no,no,no,no,no
42,1,6,0,0,0,1,10,no,yes,no,no,no,no,no,no
14,2,3,0,7,0,1,0,no,no,yes,no,no,no,no,no
13,3,4,3,3,0,3,0,no,no,no,no,no,no,no,no
15,3,14,1,7,0,3,4,no,no,no,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
3,1,4,0,0,0,1,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
27,3,4,1,8,0,3,1,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
128,7,3,10,10,0,5,0,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
3,1,3,0,0,0,1,0,no,no,yes,no,no,no,no,no
15,3,3,1,5,0,2,3,no,no,no,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
30,8,1,10,0,0,8,3,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
23,5,9,0,5,0,1,1,no,no,yes,no,no,no,no,no
13,2,2,1,6,0,2,0,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
218,33,13,48,59,0,12,9,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
6,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
4,0,4,0,0,0,0,2,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
6,0,3,0,0,0,0,4,no,no,no,no,no,no,no,no
29,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
11,3,15,3,0,0,3,0,no,no,no,no,no,no,no,no
41,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
110,29,11,55,42,17,11,2,no,no,no,no,no,no,yes,yes
26,2,2,1,24,0,2,0,no,no,yes,no,no,no,no,no
53,8,5,1,13,0,3,2,no,no,no,no,no,no,no,no
10,1,4,0,5,0,1,5,no,no,no,no,no,no,no,no
36,3,4,1,7,0,3,1,no,no,no,no,no,no,no,no
7,5,2,10,0,0,5,0,no,no,no,no,no,no,no,no
21,5,1,4,0,0,5,3,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
26,2,8,0,16,0,1,1,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
4,2,3,1,0,0,2,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
4,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
10,0,2,0,0,0,0,8,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
17,4,7,1,5,0,2,1,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
76,15,1,77,1,0,15,15,no,no,no,no,no,no,no,yes
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
5,1,2,0,2,0,1,0,no,no,yes,no,no,no,no,no
426,99,20,15,174,0,6,9,no,no,no,no,no,no,yes,yes
30,8,4,10,0,0,8,3,no,no,no,no,no,no,no,no
45,5,10,0,4,0,4,2,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
55,4,10,0,11,0,4,3,no,no,no,no,no,no,no,no
4,0,4,0,0,0,0,2,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
4,0,3,0,0,0,0,2,no,no,yes,no,no,no,no,no
28,3,3,1,8,0,2,0,no,no,yes,no,no,no,no,no
3,1,2,0,0,0,1,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
15,3,14,1,7,0,3,4,no,no,no,no,no,no,no,no
26,6,8,0,17,0,2,1,no,no,yes,no,no,no,no,no
1236,301,20,0,153,0,36,5,no,no,no,no,no,no,yes,yes
72,20,13,8,45,0,5,3,no,no,no,no,no,no,no,no
12,1,1,0,0,0,1,8,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
22,6,5,0,2,0,6,1,no,no,no,no,no,no,no,yes
6,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
20,1,0,0,0,0,1,16,no,yes,no,no,no,no,no,no
6,1,4,0,6,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
109,14,14,8,23,0,8,3,no,no,no,no,no,no,no,no
53,10,37,8,23,0,9,8,no,no,no,no,no,no,no,no
14,2,9,0,10,0,2,1,no,no,yes,no,no,no,no,no
7,1,2,0,0,0,1,3,no,no,no,no,no,no,no,no
22,4,8,0,5,0,4,3,no,no,no,no,no,no,no,yes
9,1,1,0,0,0,1,5,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
11,1,2,0,0,0,1,7,no,no,no,no,no,no,no,no
