@RELATION code_smells_extended

@ATTRIBUTE cbo NUMERIC
@ATTRIBUTE cbomodified NUMERIC
@ATTRIBUTE fanin NUMERIC
@ATTRIBUTE fanout NUMERIC
@ATTRIBUTE wmc NUMERIC
@ATTRIBUTE dit NUMERIC
@ATTRIBUTE noc NUMERIC
@ATTRIBUTE rfc NUMERIC
@ATTRIBUTE lcom NUMERIC
@ATTRIBUTE lcom* NUMERIC
@ATTRIBUTE tcc NUMERIC
@ATTRIBUTE lcc NUMERIC
@ATTRIBUTE totalmethodsqty NUMERIC
@ATTRIBUTE staticmethodsqty NUMERIC
@ATTRIBUTE publicmethodsqty NUMERIC
@ATTRIBUTE privatemethodsqty NUMERIC
@ATTRIBUTE protectedmethodsqty NUMERIC
@ATTRIBUTE defaultmethodsqty NUMERIC
@ATTRIBUTE visiblemethodsqty NUMERIC
@ATTRIBUTE abstractmethodsqty NUMERIC
@ATTRIBUTE finalmethodsqty NUMERIC
@ATTRIBUTE synchronizedmethodsqty NUMERIC
@ATTRIBUTE totalfieldsqty NUMERIC
@ATTRIBUTE staticfieldsqty NUMERIC
@ATTRIBUTE publicfieldsqty NUMERIC
@ATTRIBUTE privatefieldsqty NUMERIC
@ATTRIBUTE protectedfieldsqty NUMERIC
@ATTRIBUTE defaultfieldsqty NUMERIC
@ATTRIBUTE finalfieldsqty NUMERIC
@ATTRIBUTE synchronizedfieldsqty NUMERIC
@ATTRIBUTE nosi NUMERIC
@ATTRIBUTE loc NUMERIC
@ATTRIBUTE returnqty NUMERIC
@ATTRIBUTE loopqty NUMERIC
@ATTRIBUTE comparisonsqty NUMERIC
@ATTRIBUTE trycatchqty NUMERIC
@ATTRIBUTE parenthesizedexpsqty NUMERIC
@ATTRIBUTE stringliteralsqty NUMERIC
@ATTRIBUTE numbersqty NUMERIC
@ATTRIBUTE assignmentsqty NUMERIC
@ATTRIBUTE mathoperationsqty NUMERIC
@ATTRIBUTE variablesqty NUMERIC
@ATTRIBUTE maxnestedblocksqty NUMERIC
@ATTRIBUTE anonymousclassesqty NUMERIC
@ATTRIBUTE innerclassesqty NUMERIC
@ATTRIBUTE lambdasqty NUMERIC
@ATTRIBUTE uniquewordsqty NUMERIC
@ATTRIBUTE modifiers NUMERIC
@ATTRIBUTE logstatementsqty NUMERIC
@ATTRIBUTE is_functional_decomposition {yes,no}
@ATTRIBUTE is_data_class {yes,no}
@ATTRIBUTE is_lazy_class {yes,no}
@ATTRIBUTE has_long_method {yes,no}
@ATTRIBUTE has_long_parameter_list {yes,no}
@ATTRIBUTE is_spaghetti {yes,no}
@ATTRIBUTE is_swiss_army_knife {yes,no}
@ATTRIBUTE is_blob {yes,no}

@DATA
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,4,0,0,1,0,14,25,0,no,no,no,no,no,no,no,no
6,7,1,6,31,1,0,46,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,3,0,0,10,1,21,0,20,4,0,0,0,24,1,0,no,no,no,yes,no,no,no,no
9,10,1,9,10,1,0,8,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,26,1,3,3,0,0,0,3,4,0,6,2,0,0,0,30,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,8,24,0,no,no,yes,no,no,no,no,no
12,13,1,12,2,1,0,6,0,0.25,1.0,1.0,2,0,1,0,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
1,3,2,1,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,1,0,17,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,6,0,0,0,0,15,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,14,24,0,no,no,no,no,no,no,no,no
1,1,0,1,4,2,0,1,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,2,0,2,0,0,2,0,0,16,3,0,0,0,0,2,0,2,0,2,0,0,0,0,23,1,0,no,no,no,no,no,no,no,no
7,13,6,7,13,2,0,8,0,0.4375,0.33333334,0.47619048,8,1,6,1,1,0,7,0,0,0,2,0,0,2,0,0,0,0,0,53,9,0,2,0,1,9,1,12,0,10,1,0,0,0,31,1,0,no,no,no,no,no,no,no,no
8,8,0,8,2,1,0,4,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,24,0,no,no,no,no,no,no,no,no
8,8,0,8,2,1,0,3,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,17,1,0,no,no,yes,no,no,no,no,no
11,13,2,11,43,2,0,30,0,0.125,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,1,0,2,0,0,2,0,0,202,1,0,0,0,0,6,6,60,0,60,4,3,0,0,77,1,0,no,no,no,yes,no,no,no,no
4,4,0,4,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,41,0,0,0,0,0,4,0,0,0,7,0,0,3,0,19,24,0,no,no,no,no,no,no,no,no
23,24,1,23,16,2,0,60,0,0.42857143,1.0,1.0,6,0,2,4,0,0,2,0,0,0,7,0,0,7,0,0,0,0,0,414,0,5,5,0,77,241,121,153,158,153,2,0,0,0,143,1,0,no,no,no,no,yes,no,no,no
16,19,3,16,40,1,0,84,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,244,1,0,2,0,0,38,1,68,0,64,1,0,0,0,80,1,0,no,no,no,no,no,no,no,no
37,38,1,37,16,1,0,45,65,0.85164833,0.14285715,0.17582418,14,0,14,0,0,0,14,0,0,0,13,0,0,13,0,0,0,0,0,74,15,0,1,0,0,12,3,3,5,16,1,0,0,0,82,1,0,no,no,no,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
15,19,4,15,5,2,0,8,0,0.33333334,?,?,1,1,1,0,0,0,1,0,0,0,6,0,0,6,0,0,0,0,0,27,1,0,3,0,0,15,1,8,0,10,1,0,0,0,30,1,0,no,no,no,no,no,no,no,no
13,14,1,13,7,1,0,24,1,0.4166667,1.0,1.0,3,0,1,1,0,1,2,0,0,0,4,1,0,4,0,0,4,0,0,38,2,1,0,1,0,3,0,7,1,7,4,0,0,0,50,1,1,no,no,no,no,no,no,no,no
9,13,4,9,3,2,0,5,0,0.4,0.0,0.0,2,1,2,0,0,0,2,0,0,0,5,0,0,5,0,0,0,0,0,21,2,0,0,0,0,12,0,7,0,10,1,0,0,0,23,1,0,no,no,no,no,no,no,no,no
0,0,0,0,0,4,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,no,no,yes,no,no,no,no,no
13,13,0,13,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,129,0,0,0,0,0,17,0,0,0,28,0,0,12,0,55,25,0,no,yes,no,no,no,no,no,no
8,8,0,8,1,1,0,12,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,2,3,0,3,0,0,0,0,20,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,16,0,no,no,no,no,no,no,no,no
1,4,3,1,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,no,no,no,no,no,no,no,no
7,8,1,7,1,1,0,1,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21,1,0,no,no,yes,no,no,no,no,no
15,15,0,15,2,1,0,8,0,0.4,1.0,1.0,2,0,2,0,0,0,2,0,0,0,5,1,0,5,0,0,5,0,0,17,2,0,0,0,0,3,0,4,0,8,0,0,0,0,48,1,0,no,no,no,no,no,no,no,no
13,14,1,13,4,2,1,9,6,0.75,0.0,0.0,4,0,3,0,1,0,4,0,0,0,4,0,0,4,0,0,4,0,0,25,4,0,0,0,0,0,0,5,0,9,0,0,0,0,42,1,0,no,no,no,no,no,no,no,no
10,10,0,10,15,1,0,30,1,0.33333334,0.33333334,0.33333334,3,0,2,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,0,228,2,0,7,0,0,174,1,112,0,103,2,0,0,0,169,26,0,no,no,no,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,5,0,0,1,0,15,25,0,no,no,no,no,no,no,no,no
5,8,3,5,12,1,0,16,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,1,0,0,21,0,8,6,8,1,0,0,0,40,17,0,no,no,no,no,no,no,no,no
26,29,3,26,6,1,0,50,6,0.675,1.0,1.0,5,0,2,3,0,0,2,0,0,0,8,0,0,8,0,0,8,0,1,57,4,0,1,0,0,1,0,13,0,21,1,0,0,0,56,1,0,no,no,no,no,no,no,no,no
58,59,1,58,13,1,0,53,0,0.74107134,1.0,1.0,7,0,6,1,0,0,6,0,0,0,16,0,0,16,0,0,16,0,0,103,7,0,2,0,0,57,2,51,4,58,1,0,0,0,167,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,8,0,0,0,0,17,24,0,no,no,no,no,no,no,no,no
1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,8,0,no,no,yes,no,no,no,no,no
10,12,2,10,9,1,0,21,4,0.75,0.33333334,0.33333334,4,0,3,1,0,0,3,0,0,0,4,3,1,3,0,0,4,0,2,48,4,0,1,0,0,2,3,13,0,13,1,1,0,0,60,17,0,no,no,no,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,16,0,no,no,yes,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,16,0,no,no,yes,no,no,no,no,no
8,8,0,8,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0,no,no,yes,no,no,no,no,no
2,2,0,2,2,1,0,8,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,16,0,11,0,11,0,0,0,0,44,26,0,no,no,yes,no,no,no,no,no
11,11,0,11,3,1,0,6,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,16,3,0,0,0,0,0,0,3,0,5,0,0,0,0,32,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,13,24,0,no,no,no,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,no,no,yes,no,no,no,no,no
10,12,2,10,4,1,0,6,1,0.5555556,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,48,3,0,0,1,0,4,0,5,2,7,1,0,1,0,38,1,0,no,no,no,no,no,no,no,no
7,7,0,7,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
15,17,2,15,10,1,0,26,1,0.33333334,1.0,1.0,3,0,2,1,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,56,6,0,0,2,0,19,0,7,3,10,2,0,0,1,48,1,1,no,no,no,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
6,11,5,6,1,1,0,12,0,0.8,?,?,1,1,1,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,0,14,1,0,0,0,0,7,0,2,0,7,0,0,0,0,30,17,0,no,no,no,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
22,24,2,22,12,1,0,34,0,0.4,1.0,1.0,4,0,3,1,0,0,3,0,0,0,5,0,0,5,0,0,5,0,0,69,5,0,1,2,0,3,1,13,0,17,2,0,0,1,59,1,1,no,no,no,no,no,no,no,no
2,3,1,2,2,1,0,0,0,0.0,1.0,1.0,2,1,2,0,0,0,2,0,0,0,10,0,0,10,0,0,1,0,0,27,1,0,0,0,0,10,0,10,0,10,0,0,0,0,22,1,0,no,yes,no,no,yes,no,no,no
34,35,1,34,40,1,0,81,99,0.9111111,0.2,0.4,15,0,6,9,0,0,6,0,0,0,9,3,3,6,0,0,9,0,8,245,13,2,11,3,0,49,12,104,10,107,3,0,0,8,196,1,1,no,no,no,no,yes,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,11,25,0,no,no,yes,no,no,no,no,no
9,9,0,9,3,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,16,1,0,0,1,0,6,0,3,2,3,1,0,0,0,45,1,0,no,no,yes,no,no,no,no,no
1,4,3,1,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,9,25,0,no,no,yes,no,no,no,no,no
2,2,0,2,1,1,0,2,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,7,0,6,0,6,0,0,0,0,23,26,0,no,no,yes,no,no,no,no,no
0,2,2,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,no,no,yes,no,no,no,no,no
7,7,0,7,1,1,0,1,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,no,no,yes,no,no,no,no,no
1,2,1,1,1,2,0,0,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,27,1,0,no,no,yes,no,no,no,no,no
1,2,1,1,1,2,0,0,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,1,0,no,no,yes,no,no,no,no,no
8,8,0,8,2,1,0,14,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,22,1,0,0,0,0,0,2,7,0,8,1,0,0,0,59,1,0,no,no,yes,no,no,no,no,no
13,16,3,13,66,1,0,35,0,0.7291667,1.0,1.0,16,0,15,1,0,0,15,0,0,0,6,4,0,6,0,0,6,0,10,394,0,0,5,0,2,10,10,133,0,132,3,14,0,0,103,17,0,no,no,no,no,no,no,no,no
12,13,1,12,3,1,0,14,1,0.5555556,?,?,3,0,1,2,0,0,1,0,0,0,3,0,0,3,0,0,3,0,1,21,2,0,0,0,0,2,0,5,0,8,0,0,0,0,28,1,0,no,no,no,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,7,0,0,1,0,16,24,0,no,no,no,no,no,no,no,no
4,4,0,4,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,4,0,0,0,0,15,24,0,no,no,no,no,no,no,no,no
3,3,0,3,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,3,0,0,0,0,12,25,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,10,25,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,9,0,0,0,0,23,24,0,no,yes,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,6,0,0,0,0,18,24,0,no,no,no,no,no,no,no,no
11,12,1,11,7,1,0,22,1,0.6666667,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,4,29,3,1,2,0,0,0,2,7,0,11,2,0,0,4,32,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,6,0,0,0,0,18,24,0,no,no,no,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
18,25,7,18,80,2,0,63,606,0.902439,0.11491936,0.8185484,41,3,32,9,0,0,32,0,0,0,20,0,0,20,0,0,0,0,20,357,24,0,5,0,0,48,3,113,0,84,3,0,0,0,139,1,0,no,no,no,no,yes,no,no,no
5,6,1,5,3,1,0,2,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,11,2,1,0,0,0,2,0,0,0,1,2,0,0,0,7,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,10,25,0,no,no,yes,no,no,no,no,no
3,3,0,3,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,34,0,0,0,0,0,6,0,0,0,8,0,0,2,0,23,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,10,25,0,no,no,yes,no,no,no,no,no
5,10,5,5,1,1,0,0,0,0.0,?,?,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,7,0,0,0,0,18,24,0,no,no,no,no,no,no,no,no
0,0,0,0,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,7,0,0,0,0,0,5,0,5,0,5,0,0,0,0,26,1,0,no,no,no,no,no,no,no,no
2,4,2,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,no,no,yes,no,no,no,no,no
11,13,2,11,4,1,0,20,3,0.6666667,?,?,3,0,1,2,0,0,1,0,0,0,4,0,0,4,0,0,4,0,0,25,3,1,0,0,0,0,0,5,0,9,1,0,0,0,33,1,0,no,no,no,no,yes,no,no,no
7,7,0,7,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,19,1,0,no,no,yes,no,no,no,no,no
2,2,0,2,3,1,0,5,1,0.33333334,0.33333334,0.33333334,3,0,2,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,0,24,2,0,0,0,0,12,1,7,0,7,0,0,0,0,44,26,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,8,0,0,0,0,20,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,12,25,0,no,no,no,no,no,no,no,no
17,18,1,17,7,1,0,8,0,0.46666667,0.5,0.5,5,0,4,1,0,0,4,0,0,0,3,0,0,3,0,0,3,0,1,124,5,0,1,1,0,13,0,12,5,13,1,0,5,0,61,1,0,no,no,no,no,no,no,no,no
22,22,0,22,13,1,0,37,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,6,1,0,6,0,0,6,0,0,61,1,3,4,0,0,0,0,21,0,23,3,0,0,0,71,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,2,0,0,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,15,1,0,no,no,yes,no,no,no,no,no
7,7,0,7,4,1,0,4,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,17,3,0,0,0,0,2,0,1,0,3,1,0,0,0,29,1,0,no,no,no,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,22,1,0,no,no,yes,no,no,no,no,no
40,41,1,40,47,1,0,103,22,0.7606838,0.46666667,0.46666667,13,1,10,3,0,0,10,0,0,0,9,0,0,9,0,0,9,0,9,251,11,6,9,5,4,23,4,83,3,85,4,5,0,8,162,1,0,no,no,no,yes,no,no,no,no
4,9,5,4,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,no,no,no,no,yes,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,14,25,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,1,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,no,no,yes,no,no,no,no,no
