@RELATION code_smells_extended

@ATTRIBUTE cbo NUMERIC
@ATTRIBUTE cbomodified NUMERIC
@ATTRIBUTE fanin NUMERIC
@ATTRIBUTE fanout NUMERIC
@ATTRIBUTE wmc NUMERIC
@ATTRIBUTE dit NUMERIC
@ATTRIBUTE noc NUMERIC
@ATTRIBUTE rfc NUMERIC
@ATTRIBUTE lcom NUMERIC
@ATTRIBUTE lcom* NUMERIC
@ATTRIBUTE tcc NUMERIC
@ATTRIBUTE lcc NUMERIC
@ATTRIBUTE totalmethodsqty NUMERIC
@ATTRIBUTE staticmethodsqty NUMERIC
@ATTRIBUTE publicmethodsqty NUMERIC
@ATTRIBUTE privatemethodsqty NUMERIC
@ATTRIBUTE protectedmethodsqty NUMERIC
@ATTRIBUTE defaultmethodsqty NUMERIC
@ATTRIBUTE visiblemethodsqty NUMERIC
@ATTRIBUTE abstractmethodsqty NUMERIC
@ATTRIBUTE finalmethodsqty NUMERIC
@ATTRIBUTE synchronizedmethodsqty NUMERIC
@ATTRIBUTE totalfieldsqty NUMERIC
@ATTRIBUTE staticfieldsqty NUMERIC
@ATTRIBUTE publicfieldsqty NUMERIC
@ATTRIBUTE privatefieldsqty NUMERIC
@ATTRIBUTE protectedfieldsqty NUMERIC
@ATTRIBUTE defaultfieldsqty NUMERIC
@ATTRIBUTE finalfieldsqty NUMERIC
@ATTRIBUTE synchronizedfieldsqty NUMERIC
@ATTRIBUTE nosi NUMERIC
@ATTRIBUTE loc NUMERIC
@ATTRIBUTE returnqty NUMERIC
@ATTRIBUTE loopqty NUMERIC
@ATTRIBUTE comparisonsqty NUMERIC
@ATTRIBUTE trycatchqty NUMERIC
@ATTRIBUTE parenthesizedexpsqty NUMERIC
@ATTRIBUTE stringliteralsqty NUMERIC
@ATTRIBUTE numbersqty NUMERIC
@ATTRIBUTE assignmentsqty NUMERIC
@ATTRIBUTE mathoperationsqty NUMERIC
@ATTRIBUTE variablesqty NUMERIC
@ATTRIBUTE maxnestedblocksqty NUMERIC
@ATTRIBUTE anonymousclassesqty NUMERIC
@ATTRIBUTE innerclassesqty NUMERIC
@ATTRIBUTE lambdasqty NUMERIC
@ATTRIBUTE uniquewordsqty NUMERIC
@ATTRIBUTE modifiers NUMERIC
@ATTRIBUTE logstatementsqty NUMERIC
@ATTRIBUTE is_functional_decomposition {yes,no}
@ATTRIBUTE is_data_class {yes,no}
@ATTRIBUTE is_lazy_class {yes,no}
@ATTRIBUTE has_long_method {yes,no}
@ATTRIBUTE has_long_parameter_list {yes,no}
@ATTRIBUTE is_spaghetti {yes,no}
@ATTRIBUTE is_swiss_army_knife {yes,no}
@ATTRIBUTE is_blob {yes,no}

@DATA
12,13,1,12,11,1,0,26,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,63,1,0,2,0,0,7,11,17,0,10,5,0,0,1,61,1,3,no,no,no,no,no,no,no,no
7,9,2,7,21,2,0,29,20,0.7870371,0.2,0.2,12,0,6,6,0,0,6,0,0,0,9,3,0,9,0,0,3,0,0,99,4,6,1,0,0,16,9,22,4,18,3,0,0,0,64,1,0,no,no,no,no,no,no,no,no
41,50,9,41,195,2,0,202,1276,0.80078125,0.23864734,0.42028984,64,2,39,18,7,0,46,0,0,0,4,0,0,4,0,0,0,0,7,813,41,17,32,0,1,39,21,274,9,200,4,0,1,0,327,1,0,no,no,no,yes,yes,yes,no,yes
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
1,3,2,1,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,no,no,no,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
4,6,2,4,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,2,0,0,0,0,16,1,0,no,no,yes,no,no,no,no,no
4,4,0,4,5,1,0,10,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,2,0,2,1,0,0,0,17,18,1,no,no,yes,no,no,no,no,no
10,13,3,10,5,1,0,14,1,0.5,1.0,1.0,3,0,2,1,0,0,2,0,0,0,2,1,0,2,0,0,2,0,1,27,0,0,0,0,0,0,0,7,0,7,1,1,0,0,45,1,0,no,no,no,no,no,no,no,no
0,0,0,0,2,1,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,5,0,1,0,1,0,0,0,0,32,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,11,25,0,no,no,yes,no,no,no,no,no
7,7,0,7,3,2,0,5,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,2,0,1,17,1,0,0,0,0,1,0,3,0,3,1,1,0,0,34,17,0,no,no,yes,no,no,no,no,no
10,11,1,10,4,1,0,7,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,22,1,1,0,1,0,1,1,3,0,5,2,0,0,0,34,1,1,no,no,yes,no,no,no,no,no
4,8,4,4,1,1,0,0,0,0.0,?,?,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,11,24,0,no,no,yes,no,no,no,no,no
23,25,2,23,25,1,0,38,19,0.8095238,0.0,0.0,7,0,2,5,0,0,2,0,0,0,6,0,0,6,0,0,6,0,1,112,5,6,1,0,0,0,1,32,0,29,2,0,0,0,84,1,0,no,no,no,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
3,4,1,3,8,1,0,10,0,0.5416667,0.6666667,1.0,6,0,6,0,0,0,6,0,0,0,4,0,0,4,0,0,4,0,0,39,3,0,0,0,0,9,0,8,0,8,1,0,0,0,38,1,0,no,no,no,no,no,no,no,no
1,2,1,1,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,2,0,0,0,0,0,25,1,0,no,no,yes,no,no,no,no,no
6,7,1,6,1,1,0,2,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,19,1,0,0,0,0,2,0,2,1,3,0,0,1,0,23,1,0,no,no,yes,no,no,no,no,no
21,21,0,21,4,1,0,13,0,0.42857143,1.0,1.0,4,0,4,0,0,0,4,0,0,0,7,2,0,7,0,0,7,0,1,31,4,0,0,0,0,18,0,10,0,15,0,0,0,0,66,1,0,no,no,no,no,no,no,no,no
36,36,0,36,4,1,0,10,0,0.33333334,1.0,1.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,0,24,4,0,0,0,0,48,0,7,3,10,0,0,0,0,108,1,0,no,no,no,no,yes,no,no,no
7,7,0,7,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,15,1,0,no,no,yes,no,no,no,no,no
6,6,0,6,1,1,0,0,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,no,no,yes,no,no,no,no,no
10,12,2,10,9,1,0,17,1,0.5,1.0,1.0,3,0,2,1,0,0,2,0,0,0,2,1,0,2,0,0,2,0,1,45,0,0,0,0,0,0,0,14,0,11,1,1,0,0,61,1,0,no,no,no,no,no,no,no,no
8,8,0,8,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0,no,no,yes,no,no,no,no,no
106,107,1,106,152,1,0,227,250,0.90517235,0.30994153,0.39766082,29,0,19,10,0,0,19,0,0,0,36,0,0,36,0,0,36,0,5,702,17,13,21,0,6,35,9,160,11,168,6,0,0,5,253,1,2,no,no,no,yes,yes,yes,no,yes
7,10,3,7,3,1,0,10,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,20,1,0,1,0,0,0,0,8,0,10,2,0,0,1,34,1,0,no,no,yes,no,no,no,no,no
1,2,1,1,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,2,0,0,0,0,0,16,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,16,0,no,no,yes,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,17,0,0,0,0,0,5,0,0,0,5,0,0,1,0,17,25,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,24,0,no,no,no,no,no,no,no,no
2,2,0,2,2,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,4,0,2,0,2,0,0,0,0,26,26,0,no,no,yes,no,no,no,no,no
13,15,2,13,23,1,0,32,4,0.75,0.5,0.5,5,0,4,1,0,0,4,0,0,0,4,3,0,4,0,0,4,0,6,100,1,2,0,0,0,0,0,33,0,25,3,2,0,0,79,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,12,25,0,no,no,yes,no,no,no,no,no
7,7,0,7,3,1,0,23,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4,34,2,0,0,0,0,7,9,12,2,12,1,0,0,0,69,1,0,no,no,yes,no,no,no,no,no
7,7,0,7,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,19,1,0,no,no,yes,no,no,no,no,no
20,21,1,20,18,2,0,45,12,0.625,1.0,1.0,8,0,2,6,0,0,2,0,0,0,4,0,0,4,0,0,4,0,0,199,0,5,5,0,1,55,25,68,15,63,2,0,0,0,102,1,0,no,no,no,no,no,no,no,no
1,2,1,1,3,1,0,3,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,2,0,0,0,0,1,0,0,1,0,1,0,0,0,16,1,0,no,no,yes,no,no,no,no,no
1,2,1,1,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,no,no,no,no,no,no,no,no
4,4,0,4,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,8,0,0,1,0,23,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,19,24,0,no,no,no,no,no,no,no,no
48,48,0,48,11,1,0,34,0,0.6759259,0.6666667,0.7777778,9,0,9,0,0,0,9,0,0,0,12,2,0,12,0,0,12,0,1,74,9,0,0,0,0,94,0,26,5,32,1,0,0,0,165,1,0,no,no,no,no,no,no,no,no
4,4,0,4,3,1,0,10,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,1,0,0,42,0,21,0,20,1,0,0,0,86,26,0,no,no,yes,no,no,no,no,no
2,2,0,2,1,1,0,1,0,0.0,?,?,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
5,7,2,5,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,0,4,0,0,6,0,0,0,0,0,3,1,1,0,4,0,0,0,0,23,17,0,no,no,no,no,no,no,no,no
2,4,2,2,3,2,1,2,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,12,2,0,0,0,0,1,0,1,0,1,0,0,0,0,19,1025,0,no,no,no,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0,no,no,yes,no,no,no,no,no
18,23,5,18,39,2,0,40,2,0.54464287,0.4,0.4,8,1,5,2,1,0,6,0,0,0,14,0,0,14,0,0,0,0,3,164,2,0,10,0,2,21,6,52,1,34,3,0,0,0,90,1,0,no,no,no,no,yes,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,8,0,0,0,0,14,24,0,no,no,no,no,no,no,no,no
7,8,1,7,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,7,1,0,7,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,7,0,0,0,0,23,1,0,no,no,no,no,no,no,no,no
12,13,1,12,8,2,0,11,1,0.5,?,?,2,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,50,0,0,0,2,0,1,0,3,0,3,5,0,1,0,39,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,11,25,0,no,no,no,no,no,no,no,no
2,4,2,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,no,no,yes,no,no,no,no,no
8,19,11,8,12,1,0,0,66,0.0,0.0,0.0,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,no,no,no,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,16,0,no,no,no,no,no,no,no,no
1,1,0,1,1,2,0,0,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,14,1,0,no,no,yes,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0,no,no,yes,no,no,no,no,no
2,5,3,2,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,1,0,no,no,no,no,no,no,no,no
12,14,2,12,7,1,0,17,1,0.5,?,?,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,32,0,1,0,0,0,7,0,12,0,10,2,0,0,0,37,1,0,no,no,yes,no,yes,no,no,no
4,4,0,4,1,1,0,2,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0,no,no,yes,no,no,no,no,no
10,11,1,10,3,1,0,11,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,20,1,0,0,0,0,1,0,7,1,8,1,0,0,0,41,1,1,no,no,yes,no,no,no,no,no
27,29,2,27,36,1,0,51,10,0.75,1.0,1.0,8,0,3,5,0,0,3,0,0,0,9,0,0,9,0,0,9,0,4,153,11,0,6,2,1,30,0,42,2,45,4,0,0,2,124,1,1,no,no,no,yes,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
10,12,2,10,10,1,0,12,4,0.625,0.33333334,0.33333334,4,0,3,1,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,42,3,0,0,3,0,7,0,3,0,5,1,0,0,0,43,1,0,no,no,no,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,12,24,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
17,17,0,17,9,1,0,1,0,0.0,1.0,1.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,163,5,0,0,0,0,14,0,19,5,16,1,0,5,0,64,1,0,no,no,no,no,no,no,no,no
9,9,0,9,6,1,0,16,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,36,1,1,0,0,0,6,2,10,0,11,3,0,0,0,72,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
2,3,1,2,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,2,0,0,0,0,0,26,1,0,no,no,yes,no,no,no,no,no
2,3,1,2,3,2,1,2,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,12,2,0,0,0,0,1,0,1,0,1,0,0,0,0,20,1025,0,no,no,no,no,no,no,no,no
1,10,9,1,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,no,no,no,no,no,no,no,no
2,3,1,2,1,2,0,2,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,1,0,no,no,yes,no,no,no,no,no
4,9,5,4,1,1,0,3,0,0.25,?,?,1,1,1,0,0,0,1,0,0,0,4,1,0,4,0,0,1,0,0,9,1,0,0,0,0,2,1,1,0,4,0,0,0,0,20,17,0,no,no,no,no,no,no,no,no
8,9,1,8,6,1,0,12,10,0.8,?,?,5,0,1,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,30,1,0,0,0,0,1,0,1,0,3,1,0,0,1,24,1,2,no,no,no,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,7,0,0,1,0,21,25,0,no,no,no,no,no,no,no,no
4,4,0,4,1,1,0,5,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,1,0,1,0,0,0,0,11,18,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
5,6,1,5,1,1,0,0,0,0.0,?,?,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
5,5,0,5,6,1,0,16,1,0.33333334,0.33333334,0.33333334,3,0,2,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,0,98,2,0,3,0,0,69,1,49,0,46,1,0,0,0,102,26,0,no,no,no,no,no,no,no,no
2,2,0,2,4,1,0,6,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,16,1,0,1,0,0,5,0,4,0,3,1,0,0,0,21,26,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,24,0,no,no,no,no,no,no,no,no
2,5,3,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,no,no,yes,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,2,0,0,1,0,11,25,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,10,24,0,no,no,yes,no,no,no,no,no
5,5,0,5,3,1,0,14,1,0.33333334,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,2,65,2,0,0,0,0,50,1,25,0,25,0,0,0,0,70,26,0,no,no,no,no,no,no,no,no
3,4,1,3,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,no,no,yes,no,no,no,no,no
2,7,5,2,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,no,no,no,no,no,no,no,no
0,0,0,0,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,21,1025,0,no,no,yes,no,no,no,no,no
5,6,1,5,3,1,0,3,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,12,1,0,0,0,0,0,0,1,0,1,0,0,0,1,20,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,16,24,0,no,no,no,no,no,no,no,no
0,0,0,0,1,1,0,4,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
